Timestamp_log,Source IP,Destination IP,IP_ID_hex,IP_ID_dec,IP_Checksum_hex,IP_Checksum_dec,Source Port,Destination Port,UDP_Checksum_hex,UDP_Checksum_dec,MCS,Timestamp_iperf,Timestamp_iperf_hex,Sequence_num_iperf,Sequence_num_iperf_hex
13:12:49.493,10.11.15.131,10.3.7.11,a7 f8,43000,62 95,25237,59715,1027,90 bb,37051,12,773358,00 0b cc ee,23,00 00 00 17
13:12:49.496,10.11.15.131,10.3.7.11,a7 f9,43001,62 94,25236,59715,1027,85 02,34050,13,776358,00 0b d8 a6,24,00 00 00 18
13:12:49.498,10.11.15.131,10.3.7.11,a7 fa,43002,62 93,25235,59715,1027,7d 31,32049,13,778358,00 0b e0 76,25,00 00 00 19
13:12:49.500,10.11.15.131,10.3.7.11,a7 fb,43003,62 92,25234,59715,1027,75 60,30048,12,780358,00 0b e8 46,26,00 00 00 1a
13:12:49.503,10.11.15.131,10.3.7.11,a7 fc,43004,62 91,25233,59715,1027,69 a7,27047,13,783358,00 0b f3 fe,27,00 00 00 1b
13:12:49.505,10.11.15.131,10.3.7.11,a7 fd,43005,62 90,25232,59715,1027,61 d6,25046,16,785358,00 0b fb ce,28,00 00 00 1c
13:12:49.507,10.11.15.131,10.3.7.11,a7 fe,43006,62 8f,25231,59715,1027,5a 05,23045,13,787358,00 0c 03 9e,29,00 00 00 1d
13:12:49.510,10.11.15.131,10.3.7.11,a7 ff,43007,62 8e,25230,59715,1027,4e 4b,20043,12,790359,00 0c 0f 57,30,00 00 00 1e
13:12:49.512,10.11.15.131,10.3.7.11,a8 00,43008,62 8d,25229,59715,1027,46 7b,18043,12,792358,00 0c 17 26,31,00 00 00 1f
13:12:49.514,10.11.15.131,10.3.7.11,a8 01,43009,62 8c,25228,59715,1027,3e aa,16042,15,794358,00 0c 1e f6,32,00 00 00 20
13:12:49.517,10.11.15.131,10.3.7.11,a8 02,43010,62 8b,25227,59715,1027,32 f0,13040,9,797359,00 0c 2a af,33,00 00 00 21
13:12:49.519,10.11.15.131,10.3.7.11,a8 03,43011,62 8a,25226,59715,1027,2b 20,11040,8,799358,00 0c 32 7e,34,00 00 00 22
13:12:49.521,10.11.15.131,10.3.7.11,a8 04,43012,62 89,25225,59715,1027,23 4f,9039,7,801358,00 0c 3a 4e,35,00 00 00 23
13:12:49.524,10.11.15.131,10.3.7.11,a8 05,43013,62 88,25224,59715,1027,17 96,6038,12,804358,00 0c 46 06,36,00 00 00 24
13:12:49.526,10.11.15.131,10.3.7.11,a8 06,43014,62 87,25223,59715,1027,0f c5,4037,16,806358,00 0c 4d d6,37,00 00 00 25
13:12:49.528,10.11.15.131,10.3.7.11,a8 07,43015,62 86,25222,59715,1027,07 f4,2036,16,808358,00 0c 55 a6,38,00 00 00 26
13:12:49.530,10.11.15.131,10.3.7.11,a8 08,43016,62 85,25221,59715,1027,00 22,34,13,810359,00 0c 5d 77,39,00 00 00 27
13:12:49.533,10.11.15.131,10.3.7.11,a8 09,43017,62 84,25220,59715,1027,f4 69,62569,12,813358,00 0c 69 2e,40,00 00 00 28
13:12:49.535,10.11.15.131,10.3.7.11,a8 0a,43018,62 83,25219,59715,1027,ec 98,60568,12,815358,00 0c 70 fe,41,00 00 00 29
13:12:49.537,10.11.15.131,10.3.7.11,a8 0b,43019,62 82,25218,59715,1027,e4 c7,58567,14,817358,00 0c 78 ce,42,00 00 00 2a
13:12:49.540,10.11.15.131,10.3.7.11,a8 0c,43020,62 81,25217,59715,1027,d9 0e,55566,12,820358,00 0c 84 86,43,00 00 00 2b
13:12:49.542,10.11.15.131,10.3.7.11,a8 0d,43021,62 80,25216,59715,1027,d1 3e,53566,15,822357,00 0c 8c 55,44,00 00 00 2c
13:12:49.544,10.11.15.131,10.3.7.11,a8 0e,43022,62 7f,25215,59715,1027,c9 6c,51564,10,824358,00 0c 94 26,45,00 00 00 2d
13:12:49.547,10.11.15.131,10.3.7.11,a8 0f,43023,62 7e,25214,59715,1027,bd b3,48563,9,827358,00 0c 9f de,46,00 00 00 2e
13:12:49.549,10.11.15.131,10.3.7.11,a8 10,43024,62 7d,25213,59715,1027,b5 e2,46562,12,829358,00 0c a7 ae,47,00 00 00 2f
13:12:49.551,10.11.15.131,10.3.7.11,a8 11,43025,62 7c,25212,59715,1027,ae 11,44561,9,831358,00 0c af 7e,48,00 00 00 30
13:12:49.554,10.11.15.131,10.3.7.11,a8 12,43026,62 7b,25211,59715,1027,a2 58,41560,12,834358,00 0c bb 36,49,00 00 00 31
13:12:49.556,10.11.15.131,10.3.7.11,a8 13,43027,62 7a,25210,59715,1027,9a 87,39559,16,836358,00 0c c3 06,50,00 00 00 32
13:12:49.558,10.11.15.131,10.3.7.11,a8 14,43028,62 79,25209,59715,1027,92 b6,37558,16,838358,00 0c ca d6,51,00 00 00 33
13:12:49.561,10.11.15.131,10.3.7.11,a8 15,43029,62 78,25208,59715,1027,86 fd,34557,12,841358,00 0c d6 8e,52,00 00 00 34
13:12:49.563,10.11.15.131,10.3.7.11,a8 16,43030,62 77,25207,59715,1027,7f 2c,32556,12,843358,00 0c de 5e,53,00 00 00 35
13:12:49.565,10.11.15.131,10.3.7.11,a8 17,43031,62 76,25206,59715,1027,77 5b,30555,16,845358,00 0c e6 2e,54,00 00 00 36
13:12:49.568,10.11.15.131,10.3.7.11,a8 18,43032,62 75,25205,59715,1027,6b a2,27554,12,848358,00 0c f1 e6,55,00 00 00 37
13:12:49.570,10.11.15.131,10.3.7.11,a8 19,43033,62 74,25204,59715,1027,63 d1,25553,12,850358,00 0c f9 b6,56,00 00 00 38
13:12:49.572,10.11.15.131,10.3.7.11,a8 1a,43034,62 73,25203,59715,1027,5c 00,23552,18,852358,00 0d 01 86,57,00 00 00 39
13:12:49.575,10.11.15.131,10.3.7.11,a8 1b,43035,62 72,25202,59715,1027,50 47,20551,13,855358,00 0d 0d 3e,58,00 00 00 3a
13:12:49.577,10.11.15.131,10.3.7.11,a8 1c,43036,62 71,25201,59715,1027,48 76,18550,13,857358,00 0d 15 0e,59,00 00 00 3b
13:12:49.579,10.11.15.131,10.3.7.11,a8 1d,43037,62 70,25200,59715,1027,40 a5,16549,15,859358,00 0d 1c de,60,00 00 00 3c
13:12:49.581,10.11.15.131,10.3.7.11,a8 1e,43038,62 6f,25199,59715,1027,38 d4,14548,12,861358,00 0d 24 ae,61,00 00 00 3d
13:12:49.584,10.11.15.131,10.3.7.11,a8 1f,43039,62 6e,25198,59715,1027,2d 1b,11547,12,864358,00 0d 30 66,62,00 00 00 3e
13:12:49.586,10.11.15.131,10.3.7.11,a8 20,43040,62 6d,25197,59715,1027,25 4a,9546,15,866358,00 0d 38 36,63,00 00 00 3f
13:12:49.588,10.11.15.131,10.3.7.11,a8 21,43041,62 6c,25196,59715,1027,1d 78,7544,15,868359,00 0d 40 07,64,00 00 00 40
13:12:49.591,10.11.15.131,10.3.7.11,a8 22,43042,62 6b,25195,59715,1027,11 c0,4544,12,871358,00 0d 4b be,65,00 00 00 41
13:12:49.593,10.11.15.131,10.3.7.11,a8 23,43043,62 6a,25194,59715,1027,09 ef,2543,12,873358,00 0d 53 8e,66,00 00 00 42
13:12:49.595,10.11.15.131,10.3.7.11,a8 24,43044,62 69,25193,59715,1027,02 1e,542,18,875358,00 0d 5b 5e,67,00 00 00 43
13:12:49.598,10.11.15.131,10.3.7.11,a8 25,43045,62 68,25192,59715,1027,f6 63,63075,13,878359,00 0d 67 17,68,00 00 00 44
13:12:49.600,10.11.15.131,10.3.7.11,a8 26,43046,62 67,25191,59715,1027,ee 92,61074,13,880359,00 0d 6e e7,69,00 00 00 45
13:12:49.602,10.11.15.131,10.3.7.11,a8 27,43047,62 66,25190,59715,1027,e6 c2,59074,16,882358,00 0d 76 b6,70,00 00 00 46
13:12:49.605,10.11.15.131,10.3.7.11,a8 28,43048,62 65,25189,59715,1027,db 09,56073,10,885358,00 0d 82 6e,71,00 00 00 47
13:12:49.607,10.11.15.131,10.3.7.11,a8 29,43049,62 64,25188,59715,1027,d3 38,54072,10,887358,00 0d 8a 3e,72,00 00 00 48
13:12:49.609,10.11.15.131,10.3.7.11,a8 2a,43050,62 63,25187,59715,1027,cb 66,52070,14,889359,00 0d 92 0f,73,00 00 00 49
13:12:49.612,10.11.15.131,10.3.7.11,a8 2b,43051,62 62,25186,59715,1027,bf ae,49070,12,892358,00 0d 9d c6,74,00 00 00 4a
13:12:49.614,10.11.15.131,10.3.7.11,a8 2c,43052,62 61,25185,59715,1027,b7 dc,47068,12,894359,00 0d a5 97,75,00 00 00 4b
13:12:49.616,10.11.15.131,10.3.7.11,a8 2d,43053,62 60,25184,59715,1027,b0 0c,45068,15,896358,00 0d ad 66,76,00 00 00 4c
13:12:49.619,10.11.15.131,10.3.7.11,a8 2e,43054,62 5f,25183,59715,1027,a4 53,42067,12,899358,00 0d b9 1e,77,00 00 00 4d
13:12:49.621,10.11.15.131,10.3.7.11,a8 2f,43055,62 5e,25182,59715,1027,9c 82,40066,12,901358,00 0d c0 ee,78,00 00 00 4e
13:12:49.623,10.11.15.131,10.3.7.11,a8 30,43056,62 5d,25181,59715,1027,94 b1,38065,12,903358,00 0d c8 be,79,00 00 00 4f
13:12:49.625,10.11.15.131,10.3.7.11,a8 31,43057,62 5c,25180,59715,1027,8c e0,36064,15,905358,00 0d d0 8e,80,00 00 00 50
13:12:49.628,10.11.15.131,10.3.7.11,a8 32,43058,62 5b,25179,59715,1027,81 27,33063,10,908358,00 0d dc 46,81,00 00 00 51
13:12:49.630,10.11.15.131,10.3.7.11,a8 33,43059,62 5a,25178,59715,1027,79 56,31062,12,910358,00 0d e4 16,82,00 00 00 52
13:12:49.632,10.11.15.131,10.3.7.11,a8 34,43060,62 59,25177,59715,1027,71 85,29061,14,912358,00 0d eb e6,83,00 00 00 53
13:12:49.635,10.11.15.131,10.3.7.11,a8 35,43061,62 58,25176,59715,1027,65 cc,26060,13,915358,00 0d f7 9e,84,00 00 00 54
13:12:49.637,10.11.15.131,10.3.7.11,a8 36,43062,62 57,25175,59715,1027,5d fb,24059,13,917358,00 0d ff 6e,85,00 00 00 55
13:12:49.639,10.11.15.131,10.3.7.11,a8 37,43063,62 56,25174,59715,1027,56 2a,22058,16,919358,00 0e 07 3e,86,00 00 00 56
13:12:49.642,10.11.15.131,10.3.7.11,a8 38,43064,62 55,25173,59715,1027,4a 71,19057,13,922358,00 0e 12 f6,87,00 00 00 57
13:12:49.644,10.11.15.131,10.3.7.11,a8 39,43065,62 54,25172,59715,1027,42 a0,17056,13,924358,00 0e 1a c6,88,00 00 00 58
13:12:49.646,10.11.15.131,10.3.7.11,a8 3a,43066,62 53,25171,59715,1027,3a cf,15055,16,926358,00 0e 22 96,89,00 00 00 59
13:12:49.649,10.11.15.131,10.3.7.11,a8 3b,43067,62 52,25170,59715,1027,2f 16,12054,13,929358,00 0e 2e 4e,90,00 00 00 5a
13:12:49.651,10.11.15.131,10.3.7.11,a8 3c,43068,62 51,25169,59715,1027,27 45,10053,12,931358,00 0e 36 1e,91,00 00 00 5b
13:12:49.653,10.11.15.131,10.3.7.11,a8 3d,43069,62 50,25168,59715,1027,1f 75,8053,12,933357,00 0e 3d ed,92,00 00 00 5c
13:12:49.656,10.11.15.131,10.3.7.11,a8 3e,43070,62 4f,25167,59715,1027,13 bb,5051,12,936358,00 0e 49 a6,93,00 00 00 5d
13:12:49.658,10.11.15.131,10.3.7.11,a8 3f,43071,62 4e,25166,59715,1027,0b ea,3050,12,938358,00 0e 51 76,94,00 00 00 5e
13:12:49.660,10.11.15.131,10.3.7.11,a8 40,43072,62 4d,25165,59715,1027,04 19,1049,12,940358,00 0e 59 46,95,00 00 00 5f
13:12:49.663,10.11.15.131,10.3.7.11,a8 41,43073,62 4c,25164,59715,1027,f8 5f,63583,16,943358,00 0e 64 fe,96,00 00 00 60
13:12:49.665,10.11.15.131,10.3.7.11,a8 42,43074,62 4b,25163,59715,1027,f0 8e,61582,13,945358,00 0e 6c ce,97,00 00 00 61
13:12:49.667,10.11.15.131,10.3.7.11,a8 43,43075,62 4a,25162,59715,1027,e8 bd,59581,13,947358,00 0e 74 9e,98,00 00 00 62
13:12:49.669,10.11.15.131,10.3.7.11,a8 44,43076,62 49,25161,59715,1027,e0 ec,57580,15,949358,00 0e 7c 6e,99,00 00 00 63
13:12:49.672,10.11.15.131,10.3.7.11,a8 45,43077,62 48,25160,59715,1027,d5 32,54578,13,952359,00 0e 88 27,100,00 00 00 64
13:12:49.674,10.11.15.131,10.3.7.11,a8 46,43078,62 47,25159,59715,1027,cd 62,52578,13,954358,00 0e 8f f6,101,00 00 00 65
13:12:49.676,10.11.15.131,10.3.7.11,a8 47,43079,62 46,25158,59715,1027,c5 91,50577,18,956358,00 0e 97 c6,102,00 00 00 66
13:12:49.679,10.11.15.131,10.3.7.11,a8 48,43080,62 45,25157,59715,1027,b9 d8,47576,15,959358,00 0e a3 7e,103,00 00 00 67
13:12:49.681,10.11.15.131,10.3.7.11,a8 49,43081,62 44,25156,59715,1027,b2 07,45575,14,961358,00 0e ab 4e,104,00 00 00 68
13:12:49.683,10.11.15.131,10.3.7.11,a8 4a,43082,62 43,25155,59715,1027,aa 36,43574,13,963358,00 0e b3 1e,105,00 00 00 69
13:12:49.686,10.11.15.131,10.3.7.11,a8 4b,43083,62 42,25154,59715,1027,9e 7d,40573,15,966358,00 0e be d6,106,00 00 00 6a
13:12:49.688,10.11.15.131,10.3.7.11,a8 4c,43084,62 41,25153,59715,1027,96 ac,38572,15,968358,00 0e c6 a6,107,00 00 00 6b
13:12:49.690,10.11.15.131,10.3.7.11,a8 4d,43085,62 40,25152,59715,1027,8e db,36571,12,970358,00 0e ce 76,108,00 00 00 6c
13:12:49.693,10.11.15.131,10.3.7.11,a8 4e,43086,62 3f,25151,59715,1027,83 22,33570,16,973358,00 0e da 2e,109,00 00 00 6d
13:12:49.695,10.11.15.131,10.3.7.11,a8 4f,43087,62 3e,25150,59715,1027,7b 51,31569,12,975358,00 0e e1 fe,110,00 00 00 6e
13:12:49.697,10.11.15.131,10.3.7.11,a8 50,43088,62 3d,25149,59715,1027,73 80,29568,12,977358,00 0e e9 ce,111,00 00 00 6f
13:12:49.700,10.11.15.131,10.3.7.11,a8 51,43089,62 3c,25148,59715,1027,67 c6,26566,15,980359,00 0e f5 87,112,00 00 00 70
13:12:49.702,10.11.15.131,10.3.7.11,a8 52,43090,62 3b,25147,59715,1027,5f f6,24566,12,982358,00 0e fd 56,113,00 00 00 71
13:12:49.704,10.11.15.131,10.3.7.11,a8 53,43091,62 3a,25146,59715,1027,58 24,22564,12,984359,00 0f 05 27,114,00 00 00 72
13:12:49.707,10.11.15.131,10.3.7.11,a8 54,43092,62 39,25145,59715,1027,4c 6a,19562,15,987360,00 0f 10 e0,115,00 00 00 73
13:12:49.709,10.11.15.131,10.3.7.11,a8 55,43093,62 38,25144,59715,1027,44 97,17559,12,989362,00 0f 18 b2,116,00 00 00 74
13:12:49.711,10.11.15.131,10.3.7.11,a8 56,43094,62 37,25143,59715,1027,3c c9,15561,13,991359,00 0f 20 7f,117,00 00 00 75
13:12:49.714,10.11.15.131,10.3.7.11,a8 57,43095,62 36,25142,59715,1027,31 10,12560,16,994359,00 0f 2c 37,118,00 00 00 76
13:12:49.716,10.11.15.131,10.3.7.11,a8 58,43096,62 35,25141,59715,1027,29 40,10560,13,996358,00 0f 34 06,119,00 00 00 77
13:12:49.718,10.11.15.131,10.3.7.11,a8 59,43097,62 34,25140,59715,1027,21 6e,8558,13,998359,00 0f 3b d7,120,00 00 00 78
13:12:49.720,10.11.15.131,10.3.7.11,a8 5a,43098,62 33,25139,59715,1027,5b eb,23531,12,359,00 00 01 67,121,00 00 00 79
13:12:49.723,10.11.15.131,10.3.7.11,a8 5b,43099,62 32,25138,59715,1027,50 33,20531,15,3358,00 00 0d 1e,122,00 00 00 7a
13:12:49.725,10.11.15.131,10.3.7.11,a8 5c,43100,62 31,25137,59715,1027,48 62,18530,19,5358,00 00 14 ee,123,00 00 00 7b
13:12:49.727,10.11.15.131,10.3.7.11,a8 5d,43101,62 30,25136,59715,1027,40 91,16529,19,7358,00 00 1c be,124,00 00 00 7c
13:12:49.730,10.11.15.131,10.3.7.11,a8 5e,43102,62 2f,25135,59715,1027,34 d8,13528,30,10358,00 00 28 76,125,00 00 00 7d
13:12:49.732,10.11.15.131,10.3.7.11,a8 5f,43103,62 2e,25134,59715,1027,2d 07,11527,12,12358,00 00 30 46,126,00 00 00 7e
13:12:49.734,10.11.15.131,10.3.7.11,a8 60,43104,62 2d,25133,59715,1027,25 36,9526,16,14358,00 00 38 16,127,00 00 00 7f
13:12:49.737,10.11.15.131,10.3.7.11,a8 61,43105,62 2c,25132,59715,1027,19 7d,6525,18,17358,00 00 43 ce,128,00 00 00 80
13:12:49.739,10.11.15.131,10.3.7.11,a8 62,43106,62 2b,25131,59715,1027,11 ac,4524,12,19358,00 00 4b 9e,129,00 00 00 81
13:12:49.741,10.11.15.131,10.3.7.11,a8 63,43107,62 2a,25130,59715,1027,09 da,2522,13,21359,00 00 53 6f,130,00 00 00 82
13:12:49.744,10.11.15.131,10.3.7.11,a8 64,43108,62 29,25129,59715,1027,fe 21,65057,15,24358,00 00 5f 26,131,00 00 00 83
13:12:49.746,10.11.15.131,10.3.7.11,a8 65,43109,62 28,25128,59715,1027,f6 51,63057,13,26357,00 00 66 f5,132,00 00 00 84
13:12:49.748,10.11.15.131,10.3.7.11,a8 66,43110,62 27,25127,59715,1027,ee 7e,61054,13,28359,00 00 6e c7,133,00 00 00 85
13:12:49.751,10.11.15.131,10.3.7.11,a8 67,43111,62 26,25126,59715,1027,e2 c6,58054,16,31358,00 00 7a 7e,134,00 00 00 86
13:12:49.753,10.11.15.131,10.3.7.11,a8 68,43112,62 25,25125,59715,1027,da f3,56051,16,33360,00 00 82 50,135,00 00 00 87
13:12:49.755,10.11.15.131,10.3.7.11,a8 69,43113,62 24,25124,59715,1027,d3 23,54051,13,35359,00 00 8a 1f,136,00 00 00 88
13:12:49.758,10.11.15.131,10.3.7.11,a8 6a,43114,62 23,25123,59715,1027,c7 6a,51050,13,38359,00 00 95 d7,137,00 00 00 89
13:12:49.760,10.11.15.131,10.3.7.11,a8 6b,43115,62 22,25122,59715,1027,bf 99,49049,13,40359,00 00 9d a7,138,00 00 00 8a
13:12:49.762,10.11.15.131,10.3.7.11,a8 6c,43116,62 21,25121,59715,1027,b7 c9,47049,16,42358,00 00 a5 76,139,00 00 00 8b
13:12:49.764,10.11.15.131,10.3.7.11,a8 6d,43117,62 20,25120,59715,1027,af f8,45048,13,44358,00 00 ad 46,140,00 00 00 8c
13:12:49.767,10.11.15.131,10.3.7.11,a8 6e,43118,62 1f,25119,59715,1027,a4 3c,42044,16,47361,00 00 b9 01,141,00 00 00 8d
13:12:49.769,10.11.15.131,10.3.7.11,a8 6f,43119,62 1e,25118,59715,1027,9c 6d,40045,12,49359,00 00 c0 cf,142,00 00 00 8e
13:12:49.771,10.11.15.131,10.3.7.11,a8 70,43120,62 1d,25117,59715,1027,94 9d,38045,13,51358,00 00 c8 9e,143,00 00 00 8f
13:12:49.774,10.11.15.131,10.3.7.11,a8 71,43121,62 1c,25116,59715,1027,88 e4,35044,17,54358,00 00 d4 56,144,00 00 00 90
13:12:49.776,10.11.15.131,10.3.7.11,a8 72,43122,62 1b,25115,59715,1027,81 12,33042,15,56359,00 00 dc 27,145,00 00 00 91
13:12:49.778,10.11.15.131,10.3.7.11,a8 73,43123,62 1a,25114,59715,1027,79 42,31042,15,58358,00 00 e3 f6,146,00 00 00 92
13:12:49.781,10.11.15.131,10.3.7.11,a8 74,43124,62 19,25113,59715,1027,6d 89,28041,12,61358,00 00 ef ae,147,00 00 00 93
13:12:49.783,10.11.15.131,10.3.7.11,a8 75,43125,62 18,25112,59715,1027,65 b7,26039,12,63359,00 00 f7 7f,148,00 00 00 94
13:12:49.785,10.11.15.131,10.3.7.11,a8 76,43126,62 17,25111,59715,1027,5d e7,24039,16,65358,00 00 ff 4e,149,00 00 00 95
13:12:49.788,10.11.15.131,10.3.7.11,a8 77,43127,62 16,25110,59715,1027,52 2e,21038,12,68358,00 01 0b 06,150,00 00 00 96
13:12:49.790,10.11.15.131,10.3.7.11,a8 78,43128,62 15,25109,59715,1027,4a 5d,19037,16,70358,00 01 12 d6,151,00 00 00 97
13:12:49.792,10.11.15.131,10.3.7.11,a8 79,43129,62 14,25108,59715,1027,42 8c,17036,12,72358,00 01 1a a6,152,00 00 00 98
13:12:49.795,10.11.15.131,10.3.7.11,a8 7a,43130,62 13,25107,59715,1027,36 d3,14035,12,75358,00 01 26 5e,153,00 00 00 99
