Timestamp_log,Source IP,Destination IP,IP_ID_hex,IP_ID_dec,IP_Checksum_hex,IP_Checksum_dec,Source Port,Destination Port,UDP_Checksum_hex,UDP_Checksum_dec,MCS,Timestamp_iperf,Timestamp_iperf_hex,Sequence_num_iperf,Sequence_num_iperf_hex
13:27:46.715,10.11.15.130,10.3.7.11,1a b5,6837,ef d9,61401,41166,1027,4c 48,19528,13,995099,00 0f 2f 1b,68,00 00 00 44
13:27:46.717,10.11.15.130,10.3.7.11,1a b6,6838,ef d8,61400,41166,1027,44 78,17528,15,997098,00 0f 36 ea,69,00 00 00 45
13:27:46.719,10.11.15.130,10.3.7.11,1a b7,6839,ef d7,61399,41166,1027,3c a6,15526,12,999099,00 0f 3e bb,70,00 00 00 46
13:27:46.722,10.11.15.130,10.3.7.11,1a b8,6840,ef d6,61398,41166,1027,73 3c,29500,13,2098,00 00 08 32,71,00 00 00 47
13:27:46.724,10.11.15.130,10.3.7.11,1a b9,6841,ef d5,61397,41166,1027,6b 6b,27499,13,4098,00 00 10 02,72,00 00 00 48
13:27:46.726,10.11.15.130,10.3.7.11,1a ba,6842,ef d4,61396,41166,1027,63 9a,25498,12,6098,00 00 17 d2,73,00 00 00 49
13:27:46.729,10.11.15.130,10.3.7.11,1a bb,6843,ef d3,61395,41166,1027,57 e1,22497,12,9098,00 00 23 8a,74,00 00 00 4a
13:27:46.731,10.11.15.130,10.3.7.11,1a bc,6844,ef d2,61394,41166,1027,50 10,20496,12,11098,00 00 2b 5a,75,00 00 00 4b
13:27:46.733,10.11.15.130,10.3.7.11,1a bd,6845,ef d1,61393,41166,1027,48 3f,18495,12,13098,00 00 33 2a,76,00 00 00 4c
13:27:46.736,10.11.15.130,10.3.7.11,1a be,6846,ef d0,61392,41166,1027,3c 86,15494,13,16098,00 00 3e e2,77,00 00 00 4d
13:27:46.738,10.11.15.130,10.3.7.11,1a bf,6847,ef cf,61391,41166,1027,34 b4,13492,13,18099,00 00 46 b3,78,00 00 00 4e
13:27:46.740,10.11.15.130,10.3.7.11,1a c0,6848,ef ce,61390,41166,1027,2c e4,11492,16,20098,00 00 4e 82,79,00 00 00 4f
13:27:46.742,10.11.15.130,10.3.7.11,1a c1,6849,ef cd,61389,41166,1027,25 13,9491,15,22098,00 00 56 52,80,00 00 00 50
13:27:46.745,10.11.15.130,10.3.7.11,1a c2,6850,ef cc,61388,41166,1027,19 59,6489,12,25099,00 00 62 0b,81,00 00 00 51
13:27:46.747,10.11.15.130,10.3.7.11,1a c3,6851,ef cb,61387,41166,1027,11 88,4488,12,27099,00 00 69 db,82,00 00 00 52
13:27:46.749,10.11.15.130,10.3.7.11,1a c4,6852,ef ca,61386,41166,1027,09 b8,2488,15,29098,00 00 71 aa,83,00 00 00 53
13:27:46.752,10.11.15.130,10.3.7.11,1a c5,6853,ef c9,61385,41166,1027,fd fd,65021,12,32099,00 00 7d 63,84,00 00 00 54
13:27:46.754,10.11.15.130,10.3.7.11,1a c6,6854,ef c8,61384,41166,1027,f6 2c,63020,16,34099,00 00 85 33,85,00 00 00 55
13:27:46.756,10.11.15.130,10.3.7.11,1a c7,6855,ef c7,61383,41166,1027,ee 5b,61019,13,36099,00 00 8d 03,86,00 00 00 56
13:27:46.759,10.11.15.130,10.3.7.11,1a c8,6856,ef c6,61382,41166,1027,e2 a2,58018,12,39099,00 00 98 bb,87,00 00 00 57
13:27:46.761,10.11.15.130,10.3.7.11,1a c9,6857,ef c5,61381,41166,1027,da d2,56018,14,41098,00 00 a0 8a,88,00 00 00 58
13:27:46.763,10.11.15.130,10.3.7.11,1a ca,6858,ef c4,61380,41166,1027,d2 ff,54015,14,43100,00 00 a8 5c,89,00 00 00 59
13:27:46.766,10.11.15.130,10.3.7.11,1a cb,6859,ef c3,61379,41166,1027,c7 48,51016,8,46098,00 00 b4 12,90,00 00 00 5a
13:27:46.768,10.11.15.130,10.3.7.11,1a cc,6860,ef c2,61378,41166,1027,bf 77,49015,8,48098,00 00 bb e2,91,00 00 00 5b
13:27:46.770,10.11.15.130,10.3.7.11,1a cd,6861,ef c1,61377,41166,1027,b7 a6,47014,15,50098,00 00 c3 b2,92,00 00 00 5c
13:27:46.773,10.11.15.130,10.3.7.11,1a ce,6862,ef c0,61376,41166,1027,ab ec,44012,13,53099,00 00 cf 6b,93,00 00 00 5d
13:27:46.775,10.11.15.130,10.3.7.11,1a cf,6863,ef bf,61375,41166,1027,a4 1c,42012,13,55098,00 00 d7 3a,94,00 00 00 5e
13:27:46.777,10.11.15.130,10.3.7.11,1a d0,6864,ef be,61374,41166,1027,9c 4b,40011,18,57098,00 00 df 0a,95,00 00 00 5f
13:27:46.780,10.11.15.130,10.3.7.11,1a d1,6865,ef bd,61373,41166,1027,90 92,37010,15,60098,00 00 ea c2,96,00 00 00 60
13:27:46.782,10.11.15.130,10.3.7.11,1a d2,6866,ef bc,61372,41166,1027,88 c0,35008,15,62099,00 00 f2 93,97,00 00 00 61
13:27:46.784,10.11.15.130,10.3.7.11,1a d3,6867,ef bb,61371,41166,1027,80 ef,33007,16,64099,00 00 fa 63,98,00 00 00 62
13:27:46.786,10.11.15.130,10.3.7.11,1a d4,6868,ef ba,61370,41166,1027,79 1e,31006,15,66099,00 01 02 33,99,00 00 00 63
13:27:46.789,10.11.15.130,10.3.7.11,1a d5,6869,ef b9,61369,41166,1027,6d 66,28006,12,69098,00 01 0d ea,100,00 00 00 64
13:27:46.791,10.11.15.130,10.3.7.11,1a d6,6870,ef b8,61368,41166,1027,65 94,26004,14,71099,00 01 15 bb,101,00 00 00 65
13:27:46.793,10.11.15.130,10.3.7.11,1a d7,6871,ef b7,61367,41166,1027,5d c3,24003,14,73099,00 01 1d 8b,102,00 00 00 66
13:27:46.796,10.11.15.130,10.3.7.11,1a d8,6872,ef b6,61366,41166,1027,52 0b,21003,12,76098,00 01 29 42,103,00 00 00 67
13:27:46.798,10.11.15.130,10.3.7.11,1a d9,6873,ef b5,61365,41166,1027,4a 39,19001,12,78099,00 01 31 13,104,00 00 00 68
13:27:46.800,10.11.15.130,10.3.7.11,1a da,6874,ef b4,61364,41166,1027,42 69,17001,13,80098,00 01 38 e2,105,00 00 00 69
13:27:46.803,10.11.15.130,10.3.7.11,1a db,6875,ef b3,61363,41166,1027,36 af,13999,12,83099,00 01 44 9b,106,00 00 00 6a
13:27:46.805,10.11.15.130,10.3.7.11,1a dc,6876,ef b2,61362,41166,1027,2e df,11999,12,85098,00 01 4c 6a,107,00 00 00 6b
13:27:46.807,10.11.15.130,10.3.7.11,1a dd,6877,ef b1,61361,41166,1027,27 0e,9998,15,87098,00 01 54 3a,108,00 00 00 6c
13:27:46.810,10.11.15.130,10.3.7.11,1a de,6878,ef b0,61360,41166,1027,1b 54,6996,13,90099,00 01 5f f3,109,00 00 00 6d
13:27:46.812,10.11.15.130,10.3.7.11,1a df,6879,ef af,61359,41166,1027,13 84,4996,12,92098,00 01 67 c2,110,00 00 00 6e
